entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
recon_6ZHZ3E88SEBY8E,refund,33192,0,33192,INR,0,0,False,True,1743809400,1743895800,setl_HULPRX05H3K7UJ,Refund - Consultation Fee,"{""order"": ""order_07X887LGUUW058""}",pay_RL0NWRN57LWS1Y,UTR88399887394,order_07X887LGUUW058,INV-57750,netbanking,,,,
recon_VZN8Z4C0X2HYVE,refund,40970,0,40970,INR,0,0,False,True,1743773400,1743859800,setl_M0TPI70HKGNHAG,Refund - Add-on Module,"{""order"": ""order_9CYRVEOW0EF578""}",pay_CU2LQM585U7D2X,UTR25122548552,order_9CYRVEOW0EF578,INV-86475,wallet,,,,
recon_VRHUM921VF3774,refund,87438,0,87438,INR,0,0,False,True,1743852600,1743939000,setl_0NDV5DMCDSODBZ,Refund - Enterprise Package,"{""order"": ""order_MK48J4E3QABCE2""}",pay_E4T8DL8F5WAZ5B,UTR20016461991,order_MK48J4E3QABCE2,INV-61593,wallet,,,,
recon_OJTFE85S0I99N7,refund,51293,0,51293,INR,0,0,False,True,1744155000,1744241400,setl_FXA2WD7772IY1U,Refund - Consultation Fee,"{""order"": ""order_JIGLG08YVU69QA""}",pay_2BVS3K337OV9WX,UTR81277017850,order_JIGLG08YVU69QA,INV-80660,upi,,,,
recon_L3AF6KKFEDLBGK,refund,40059,0,40059,INR,0,0,False,True,1744234200,1744320600,setl_9OF9SVCA3DC9E6,Refund - Top-up Credit,"{""order"": ""order_TZ7PJSFPFMNF7U""}",pay_6DUEPRTIRY3TI0,UTR58311016868,order_TZ7PJSFPFMNF7U,INV-13703,upi,,,,
recon_MKDWVM7A7P4EFG,refund,81554,0,81554,INR,0,0,False,True,1744230600,1744317000,setl_0UPRB2JA2LPN1M,Refund - Standard Tier,"{""order"": ""order_C3T13HLOZESJNC""}",pay_9OWP7NL6DMJLXD,UTR13833102044,order_C3T13HLOZESJNC,INV-69234,netbanking,,,,
recon_LT3J6LILB7ZWDC,refund,32660,0,32660,INR,0,0,False,True,1744313400,1744399800,setl_0R709Q6OHXXYFG,Refund - Monthly Pass,"{""order"": ""order_8GEYZILJ29JB8J""}",pay_767JEZ24WPFDFH,UTR86590451129,order_8GEYZILJ29JB8J,INV-61948,card,Mastercard,HDFC,debit,
recon_O9LYDA09Q16A3K,refund,77173,0,77173,INR,0,0,False,True,1744389000,1744475400,setl_YNPE6SWYU2RNAD,Refund - Service Charge,"{""order"": ""order_3XVFIUD99XRO37""}",pay_02UPVSF5YC9LUE,UTR37038845096,order_3XVFIUD99XRO37,INV-53178,card,RuPay,HDFC,credit,
recon_R4L2E4F4N3ZA0C,refund,11971,0,11971,INR,0,0,False,True,1744291800,1744378200,setl_D0RNGCT2XFDZOE,Refund - Platform Access,"{""order"": ""order_YIADPZ9Q8SU5NK""}",pay_PHTN0UONQAIPT6,UTR32618462282,order_YIADPZ9Q8SU5NK,INV-62336,netbanking,,,,
recon_8LI72W4OEBMQPJ,refund,17722,0,17722,INR,0,0,False,True,1744644600,1744731000,setl_LTH11BLF1XOYC6,Refund - Service Charge,"{""order"": ""order_63X5ULZZIX2SOT""}",pay_X1CENAGQ39XLP0,UTR71675485760,order_63X5ULZZIX2SOT,INV-16569,card,RuPay,ICICI,debit,
recon_8UUXOP63CTZRBZ,refund,17075,0,17075,INR,0,0,False,True,1744403400,1744489800,setl_KZH6EJEBHBW9KC,Refund - Annual License,"{""order"": ""order_M2YVP6MPB4DPGE""}",pay_WOW7L7J7Y96YG6,UTR97187371781,order_M2YVP6MPB4DPGE,INV-41671,netbanking,,,,
recon_25FNSCQQAVAQDM,payment,0,204824,208765,INR,3340,601,False,True,1744407000,1744493400,setl_Q19U9Q44DVVPGB,Payment for Enterprise Package,"{""order"": ""order_6SIF6DOHE7KY87""}",pay_2L4C0BB6PYMA1T,UTR66866524023,order_6SIF6DOHE7KY87,INV-31247,netbanking,,,,
recon_HAEWABHB7ZHEZR,payment,0,49553,50627,INR,911,163,False,True,1744489800,1744749000,setl_W4IXFJJRKHE0SD,Payment for Standard Tier,"{""order"": ""order_2J8LBDSG1FBTWT""}",pay_B9MIT3VHTN7SU6,UTR88855176702,order_2J8LBDSG1FBTWT,INV-26671,upi,,,,
recon_KVGG4NP4D8J2X7,payment,0,205125,209072,INR,3345,602,False,True,1744561800,1744648200,setl_2NCU22KB8OHL1Z,Payment for Basic Subscription,"{""order"": ""order_CO58P8O85BIOFU""}",pay_7BI8TJWOFC57PA,UTR68272195918,order_CO58P8O85BIOFU,INV-55026,netbanking,,,,
recon_MNT6U777LDM1VL,payment,0,198169,201981,INR,3231,581,False,True,1744633800,1744720200,setl_W8MINQ4O7VS8CH,Payment for Consultation Fee,"{""order"": ""order_NQ06UJLQV62J16""}",pay_TIJH33IC44TONZ,UTR28383994195,order_NQ06UJLQV62J16,INV-58655,upi,,,,
recon_LGQE6XB1Z337C7,payment,0,201134,205004,INR,3280,590,False,True,1744738200,1744997400,setl_BRXFX3AT253IQQ,Payment for Basic Subscription,"{""order"": ""order_7KFN8K6P62J4XY""}",pay_8YATYE737FENTD,UTR68314079728,order_7KFN8K6P62J4XY,INV-58167,netbanking,,,,
recon_BAEOM43T6UU8Z8,payment,0,1913991,1946140,INR,27245,4904,False,True,1744813800,1744986600,setl_EPDMBO6TQSOR81,Payment for Renewal,"{""order"": ""order_Y3IW6VGK4Y32HM""}",pay_XUWRIENW34Y6FF,UTR34940556321,order_Y3IW6VGK4Y32HM,INV-74617,upi,,,,
recon_CGWCD9JC1YLJUY,payment,0,493259,501543,INR,7021,1263,False,True,1744903800,1745163000,setl_C1GXSKOUZXNLJR,Payment for Platform Access,"{""order"": ""order_BO2J3AYIUKEUF5""}",pay_G59MNBO3WZ5I4E,UTR54502441629,order_BO2J3AYIUKEUF5,INV-85527,upi,,,,
recon_2KABF8QLT1RKQQ,payment,0,1924202,1956523,INR,27391,4930,False,True,1745011800,1745184600,setl_BS0UMIFFVMAM3J,Payment for Annual License,"{""order"": ""order_XPIWHWU6YHVWNL""}",pay_P6I29GPO1QMUTW,UTR88523977765,order_XPIWHWU6YHVWNL,INV-50568,upi,,,,
recon_E00HU3X5U7DF89,payment,0,198245,202058,INR,3232,581,False,True,1745069400,1745155800,setl_O7V1IZ4JQI55JS,Payment for Basic Subscription,"{""order"": ""order_7OPKLJ670LJC6W""}",pay_FFOHK94W6WUUMO,UTR33885847457,order_7OPKLJ670LJC6W,INV-84843,card,Visa,SBI,debit,
recon_NUB5XX9PKQGBHL,payment,0,201250,205121,INR,3281,590,False,True,1745148600,1745235000,setl_FYE4HQGOXAIQUS,Payment for Platform Access,"{""order"": ""order_JMKJLNDITN5KG3""}",pay_5TVGUW48TP37V7,UTR86542993325,order_JMKJLNDITN5KG3,INV-30337,card,RuPay,ICICI,debit,
recon_3OW37GJNXI5P2Q,payment,0,1991017,2019614,INR,24235,4362,False,True,1745274600,1745361000,setl_091DZ8XEBNP5O3,Payment for Premium Plan,"{""order"": ""order_0UJRIHZ8EEKC8U""}",pay_PP1VM3I0GXHC66,UTR72476589470,order_0UJRIHZ8EEKC8U,INV-29442,card,Amex,AXIS,debit,
recon_RV7AQ2ANY1YC1L,payment,0,46970,48105,INR,962,173,False,True,1745350200,1745609400,setl_YYJ5N860ATH9KP,Payment for Premium Plan,"{""order"": ""order_DDG680IUGA4FEG""}",pay_5RY27VMVWJMV06,UTR48734255686,order_DDG680IUGA4FEG,INV-99374,wallet,,,,
recon_TT9KA1DLUCLLE4,payment,0,1924910,1957243,INR,27401,4932,False,True,1745415000,1745587800,setl_4I4CXGF8GC0S6E,Payment for Annual License,"{""order"": ""order_PCXWAYMH0IT4BU""}",pay_VLXUIIY3XGWK1G,UTR84614274174,order_PCXWAYMH0IT4BU,INV-10125,upi,,,,
recon_COZFQPII49H5VN,payment,0,189582,193695,INR,3486,627,False,True,1745533800,1745620200,setl_HFMTGDLB3J56TA,Payment for Standard Tier,"{""order"": ""order_SXSH0AHPO00ZCM""}",pay_RS51ZEQWF1VVWU,UTR84540351652,order_SXSH0AHPO00ZCM,INV-36718,card,Amex,ICICI,credit,
recon_3EQLSU8MIJPW10,payment,0,50729,51828,INR,932,167,False,True,1745598600,1745857800,setl_4XTKXGY93FON8O,Payment for Consultation Fee,"{""order"": ""order_TDXJ1WQQOQSD8P""}",pay_Z17A8RNXPWNUA6,UTR92338023156,order_TDXJ1WQQOQSD8P,INV-27891,wallet,,,,
recon_9IF826BHYZ1OV5,payment,0,479295,488517,INR,7816,1406,False,True,1745685000,1745857800,setl_S1A5UGXBRYTIVR,Payment for Standard Tier,"{""order"": ""order_G49FFQOKVC4GTJ""}",pay_U3DN1TJL2FX35L,UTR83469651751,order_G49FFQOKVC4GTJ,INV-88176,wallet,,,,
recon_38K0HF36C0OX87,payment,0,482240,491519,INR,7864,1415,False,True,1745753400,1745926200,setl_PBRRNTYLVVLD3I,Payment for Renewal,"{""order"": ""order_6WPRLPG7GVLHWX""}",pay_VBRX8U73NKBF2E,UTR53917003395,order_6WPRLPG7GVLHWX,INV-18911,netbanking,,,,
recon_A3PLCGQLLX70R3,payment,0,49404,50475,INR,908,163,False,True,1745883000,1745969400,setl_HC2YIX79PBRTG6,Payment for Renewal,"{""order"": ""order_QMK3UHK6HMRTIE""}",pay_DQLQ1WMFPT00E2,UTR57538061155,order_QMK3UHK6HMRTIE,INV-77090,card,Amex,AXIS,credit,
recon_GV46Q71T6JLDJ7,payment,0,498071,506437,INR,7090,1276,False,True,1745955000,1746214200,setl_U1ESEVGC0QTXXW,Payment for Renewal,"{""order"": ""order_SSW74WQNG6N1RW""}",pay_A63YMDDVXKKXO0,UTR49245946547,order_SSW74WQNG6N1RW,INV-65765,netbanking,,,,
recon_CMZ2RNO6CYSVUH,payment,0,49462,50534,INR,909,163,False,True,1746023400,1746282600,setl_E5MIPUYLTDSEKC,Payment for Annual License,"{""order"": ""order_4LEO0EU2CI4EUR""}",pay_UPPH3NWX0TAZ8A,UTR49237227822,order_4LEO0EU2CI4EUR,INV-41718,card,Amex,ICICI,debit,
recon_A8389214311BKH,payment,0,25155,25762,INR,515,92,False,True,1746109800,1746196200,setl_7UUBRJ174WYAGS,Payment for Platform Access,"{""order"": ""order_A6KSNJCZOBD9Q8""}",pay_WHT37OJ98BYTE9,UTR24993558961,order_A6KSNJCZOBD9Q8,INV-76044,wallet,,,,
recon_16SHQXMS0HKRAJ,payment,0,25155,25762,INR,515,92,False,True,1746110045,1746282600,setl_1KWQJL8EZ31T6E,Payment for Platform Access,"{""order"": ""order_A6KSNJCZOBD9Q8""}",pay_AFPP7SDWYQTUV2,UTR46307560802,order_A6KSNJCZOBD9Q8,INV-40480,wallet,,,,
recon_T9C4QLO9FIK47E,payment,0,37614,38522,INR,770,138,False,True,1746192600,1746279000,setl_IM28AQWD1BQFDT,Payment for Annual License,"{""order"": ""order_GCRKFKJ6XHPD3B""}",pay_GNPYHRFOZG7FBV,UTR78714295335,order_GCRKFKJ6XHPD3B,INV-57257,netbanking,,,,
recon_FXAMHV1F070VK3,payment,0,37614,38522,INR,770,138,False,True,1746192838,1746365400,setl_NBS5XRGA3L7102,Payment for Annual License,"{""order"": ""order_GCRKFKJ6XHPD3B""}",pay_2I6OEUH8VAQVBD,UTR87785978070,order_GCRKFKJ6XHPD3B,INV-72188,netbanking,,,,
recon_RJIB739SYIED48,payment,0,39340,40289,INR,805,144,False,True,1746293400,1746379800,setl_WAS1UDJOAU4DU0,Payment for Monthly Pass,"{""order"": ""order_3UDUURWUDKBU0T""}",pay_SEUTLPF4G9H0Y0,UTR50101415608,order_3UDUURWUDKBU0T,INV-20811,netbanking,,,,
recon_7SDDVXYLFU2FAW,payment,0,39273,40221,INR,804,144,False,True,1746300097,1746466200,setl_FIYHQ3Y8UQZBA2,Payment for Monthly Pass,"{""order"": ""order_369O8W429KJPQ8""}",pay_5ML51AATN209QV,UTR86921751774,order_369O8W429KJPQ8,INV-97127,netbanking,,,,
recon_8WP94P4JWR3XUX,payment,0,7109,7280,INR,145,26,False,True,1746361800,1746448200,setl_K3AWLAR0WH0RFI,Payment for Service Charge,"{""order"": ""order_8TLTY7W29MAX6E""}",pay_9E07PMEXJTNRP1,UTR69473717885,order_8TLTY7W29MAX6E,INV-57396,upi,,,,
recon_AO73KU99ELJHB0,payment,0,6957,7124,INR,142,25,False,True,1746386302,1746534600,setl_UPROG710EQ8O9S,Payment for Service Charge,"{""order"": ""order_BQGBPADUSQB00G""}",pay_I3661L08KGFP94,UTR44918178684,order_BQGBPADUSQB00G,INV-59598,upi,,,,
recon_V9JREHMIQP56A2,payment,0,44684,45763,INR,915,164,False,True,1746487800,1746574200,setl_NAEHPITZA7UY4S,Payment for Standard Tier,"{""order"": ""order_G5EOL0TA8RD05N""}",pay_7REDY0VQXO2DWN,UTR39608462049,order_G5EOL0TA8RD05N,INV-81700,upi,,,,
recon_A0T2Q8BGJ5G1HO,payment,0,44863,45946,INR,918,165,False,True,1746527964,1746660600,setl_AEQ1ZQ8DAYDW9F,Payment for Standard Tier,"{""order"": ""order_9HCZDQ3W6BDJ7H""}",pay_717YW1BSDX4W3L,UTR94511410509,order_9HCZDQ3W6BDJ7H,INV-34408,upi,,,,
recon_34SLQGBUL1OT96,payment,0,69474,70980,INR,1277,229,False,True,1746531000,1746617400,setl_3QINF2P091PQFM,Payment for Basic Subscription,"{""order"": ""order_0V33LIFNCRN3TN""}",pay_J9R3VP8LIM06ET,UTR55039930368,order_0V33LIFNCRN3TN,INV-34371,card,Mastercard,AXIS,debit,
recon_T49QPEQ6YF84Z7,payment,0,69289,70792,INR,1274,229,False,True,1746535939,1746703800,setl_PAH3QN21R91R0H,Payment for Basic Subscription,"{""order"": ""order_KZIY75ITDL35JR""}",pay_CQR3EV1RDNF4X1,UTR79699892843,order_KZIY75ITDL35JR,INV-37295,card,Mastercard,AXIS,debit,
recon_FM03TDV0IQF1G5,payment,0,25204,25812,INR,516,92,False,True,1746617400,1746703800,setl_173C7Q25Y7KHG4,Payment for Enterprise Package,"{""order"": ""order_3SFGHO4QHCG7FD""}",pay_4OTBGDPUH4GBGO,UTR64724037782,order_3SFGHO4QHCG7FD,INV-30980,upi,,,,
recon_6ENMB9UPEPPOLG,payment,0,25046,25651,INR,513,92,False,True,1746697899,1746790200,setl_G7NIE3FKP96AIU,Payment for Enterprise Package,"{""order"": ""order_143XRV8DF2F5NK""}",pay_8UTD9JYJ3CT5Q5,UTR45756016756,order_143XRV8DF2F5NK,INV-31784,upi,,,,
recon_MILADH1DXKXB4R,payment,0,12482,12782,INR,255,45,False,True,1746714600,1746801000,setl_EOCIRIO74JLYS7,Payment for Top-up Credit,"{""order"": ""order_LZ6IOSTUZHG1GF""}",pay_D5C21O6WW8EIRH,UTR30936075477,order_LZ6IOSTUZHG1GF,INV-87500,card,Mastercard,HDFC,credit,
recon_QFQ9N04FDTZJ2L,payment,0,12650,12955,INR,259,46,False,True,1746747854,1746887400,setl_JD6Z6PQ1AUF0TJ,Payment for Top-up Credit,"{""order"": ""order_4OFPATM0TXE321""}",pay_RLNF6NV5XU6M9D,UTR15456679136,order_4OFPATM0TXE321,INV-80739,card,Mastercard,HDFC,credit,
recon_OHS7AUIGJD3X4Y,payment,0,15140,15505,INR,310,55,False,True,1746797400,1746883800,setl_XAIC0DHNHWEKQD,Payment for Service Charge,"{""order"": ""order_FGM1TM27O19QTG""}",pay_15XD82IJKUV2VX,UTR74660272648,order_FGM1TM27O19QTG,INV-36946,netbanking,,,,
recon_952EX2JZ8K7ZOJ,payment,0,15140,15505,INR,310,55,False,True,1746797630,1746970200,setl_VNAB87FRBOO703,Payment for Service Charge,"{""order"": ""order_FGM1TM27O19QTG""}",pay_O3PEOJ3M48NGC4,UTR70024815619,order_FGM1TM27O19QTG,INV-47710,netbanking,,,,
recon_RPH3Q26TE0P5RU,payment,0,73666,75263,INR,1354,243,False,True,1746898200,1746984600,setl_5DNSVBCQ7G4ASM,Payment for Platform Access,"{""order"": ""order_UBYGS0JX9AMSM5""}",pay_K4W0KQ8SJQONTQ,UTR42251751470,order_UBYGS0JX9AMSM5,INV-46858,netbanking,,,,
recon_1W1QXPH1Y3BQHO,payment,0,73582,75178,INR,1353,243,False,True,1746951410,1747071000,setl_ZX4NKIO5B6IIJP,Payment for Platform Access,"{""order"": ""order_R7GOKLVA2UHTJP""}",pay_X45JOQYNIT38CX,UTR10907415046,order_R7GOKLVA2UHTJP,INV-49935,netbanking,,,,
recon_HQBR79OKQBBWBX,payment,0,58607,59877,INR,1077,193,False,True,1746963000,1747049400,setl_3Z2Y3C0EQ4AW8J,Payment for Monthly Pass,"{""order"": ""order_D07T3LJOKBZVYX""}",pay_9D18K9VAK1VPAN,UTR81528595579,order_D07T3LJOKBZVYX,INV-18597,netbanking,,,,
recon_QOTVOG5KKS1B4Q,payment,0,58607,59877,INR,1077,193,False,True,1746963134,1747135800,setl_HE5S517DXJ17X6,Payment for Monthly Pass,"{""order"": ""order_D07T3LJOKBZVYX""}",pay_GW3PAJVF9I60K2,UTR53349764708,order_D07T3LJOKBZVYX,INV-77677,netbanking,,,,
recon_TR9UQRVN2AEJGS,payment,0,52866,54012,INR,972,174,False,True,1747092600,1747179000,setl_UUR656EBJVNFOW,Payment for Annual License,"{""order"": ""order_8QIG6UO3ZIN1A7""}",pay_7Y853J5SFMZQRS,UTR42419107231,order_8QIG6UO3ZIN1A7,INV-42960,upi,,,,
recon_63DHTG1D9OB6KB,payment,0,52968,54117,INR,974,175,False,True,1747098633,1747265400,setl_APCQ7VG6N968XF,Payment for Annual License,"{""order"": ""order_KNE1YBMZPSCTPN""}",pay_JZO98IBOQ18OVE,UTR53874535080,order_KNE1YBMZPSCTPN,INV-96274,upi,,,,
recon_1V2W9Y49DZ8FTM,payment,0,9227,9450,INR,189,34,False,True,1747139400,1747225800,setl_Z30V0VSGQG034L,Payment for Service Charge,"{""order"": ""order_EARNWAWO7PLR1X""}",pay_08K4L2LJZL8XRW,UTR78019142319,order_EARNWAWO7PLR1X,INV-45125,wallet,,,,
recon_MGJVC2SMTC0D6Q,payment,0,9227,9450,INR,189,34,False,True,1747139619,1747312200,setl_4KV2RA0T51LC8A,Payment for Service Charge,"{""order"": ""order_EARNWAWO7PLR1X""}",pay_4DBRHGR8CP11GB,UTR54725808828,order_EARNWAWO7PLR1X,INV-45553,wallet,,,,
recon_J5RNO5GL1NAIA0,payment,0,95888,97968,INR,1763,317,False,True,1747254600,1747341000,setl_VOKQY9FLVQARJZ,Payment for Consultation Fee,"{""order"": ""order_ZEBG9K4SSB1PBZ""}",pay_VR8VBYEZD43W95,UTR55407661015,order_ZEBG9K4SSB1PBZ,INV-19656,netbanking,,,,
recon_0KERTQHNOL3OBO,payment,0,95888,97968,INR,1763,317,False,True,1747254734,1747427400,setl_K08CT6176C1K03,Payment for Consultation Fee,"{""order"": ""order_ZEBG9K4SSB1PBZ""}",pay_CH4FODMJMBFOGE,UTR43196638332,order_ZEBG9K4SSB1PBZ,INV-66881,netbanking,,,,
recon_ZRWUO8NQ189Y42,payment,0,93860,95896,INR,1726,310,False,True,1747326600,1747413000,setl_VLUCNJ0HYL77VL,Payment for Basic Subscription,"{""order"": ""order_UWETOWTK4KL9FG""}",pay_AQX16OEM9NNC8Y,UTR83542962716,order_UWETOWTK4KL9FG,INV-21626,upi,,,,
recon_TIAXUFVPIG3YVR,payment,0,93829,95864,INR,1725,310,False,True,1747359708,1747499400,setl_QU017WTP0KZUPN,Payment for Basic Subscription,"{""order"": ""order_2NEWBZNI3DPFTB""}",pay_CI08P3LBSUNGKH,UTR36779342121,order_2NEWBZNI3DPFTB,INV-99471,upi,,,,
recon_2J6SB053AKZXFP,payment,0,93418,95445,INR,1718,309,False,True,1747427400,1747513800,setl_74PF4IO2XM43O8,Payment for Consultation Fee,"{""order"": ""order_PYWH8EA329HF1P""}",pay_B2AUBNBWGSKWD3,UTR86616387674,order_PYWH8EA329HF1P,INV-67215,wallet,,,,
recon_KE09JNEFTZ53C5,payment,0,93418,95444,INR,1717,309,False,True,1747438546,1747600200,setl_JOCUJVXHSHV1Y0,Payment for Consultation Fee,"{""order"": ""order_W26RQH7O0ZBO70""}",pay_X2KB6JY5R1SPPN,UTR47400864965,order_W26RQH7O0ZBO70,INV-23674,wallet,,,,
recon_BW3J6SOG2LBWTB,payment,0,78654,80360,INR,1446,260,False,True,1747492200,1747578600,setl_QS334KCCNJDGJK,Payment for Premium Plan,"{""order"": ""order_1LPPJ1N5T844QH""}",pay_2BTUFDOAPMLQS8,UTR70402371231,order_1LPPJ1N5T844QH,INV-89785,wallet,,,,
recon_1KCJUVPCVV5765,payment,0,78654,80360,INR,1446,260,False,True,1747492368,1747665000,setl_CSW7A23HOTPSIL,Payment for Premium Plan,"{""order"": ""order_1LPPJ1N5T844QH""}",pay_LXSOL15M9GQJAN,UTR66887487812,order_1LPPJ1N5T844QH,INV-27685,wallet,,,,
recon_IYUB31P35ZWQYT,payment,0,77187,78861,INR,1419,255,False,True,1747575000,1747661400,setl_GVXXYN9T61QSKF,Payment for Top-up Credit,"{""order"": ""order_TQV8ELSPJ6SFAS""}",pay_04LX5Z3JUFXH8P,UTR12487952241,order_TQV8ELSPJ6SFAS,INV-71081,wallet,,,,
recon_9UZC2PLHS95TWB,payment,0,77187,78861,INR,1419,255,False,True,1747575265,1747747800,setl_NNMLWVAPFE0HRQ,Payment for Top-up Credit,"{""order"": ""order_TQV8ELSPJ6SFAS""}",pay_0MTZ1FPR7H4PZN,UTR31391926529,order_TQV8ELSPJ6SFAS,INV-69301,wallet,,,,
recon_P5WT5FWK2JPKOR,payment,0,54674,55859,INR,1005,180,False,True,1747690200,1747776600,setl_MXSWY0SZKBNSH8,Payment for Premium Plan,"{""order"": ""order_QERFTNVIJZX4XV""}",pay_QBZBRQW5259GMQ,UTR93897096668,order_QERFTNVIJZX4XV,INV-48462,upi,,,,
recon_A1I10PKAP7WR1S,payment,0,54674,55859,INR,1005,180,False,True,1747690248,1747863000,setl_LLRB7DFIXLBO9E,Payment for Premium Plan,"{""order"": ""order_QERFTNVIJZX4XV""}",pay_2P014X5DLWY1P6,UTR87470363008,order_QERFTNVIJZX4XV,INV-37303,upi,,,,
recon_F33DNREHU2M6NW,payment,0,59378,60665,INR,1091,196,False,True,1747755000,1747841400,setl_E4EY9JVB6HPPHP,Payment for Annual License,"{""order"": ""order_6CXOTX76D2KJRZ""}",pay_81BF8W80UXN3E6,UTR70398695337,order_6CXOTX76D2KJRZ,INV-53890,upi,,,,
recon_M1XRP4JDVA787T,payment,0,59183,60466,INR,1088,195,False,True,1747802728,1747927800,setl_M0D5WLWJOJAFI4,Payment for Annual License,"{""order"": ""order_CV3HRQA9VZEOX9""}",pay_OQE09O8A906K37,UTR67382895546,order_CV3HRQA9VZEOX9,INV-10325,upi,,,,
