id,order_id,amount,currency,status,method,captured,amount_refunded,refund_status,fee,tax,description,notes,created_at,settlement_id
pay_9D18K9VAK1VPAN,order_D07T3LJOKBZVYX,59877,INR,captured,netbanking,True,0,,1077,193,Payment for Monthly Pass,"{""order"": ""order_D07T3LJOKBZVYX""}",1746963000,setl_3Z2Y3C0EQ4AW8J
pay_GW3PAJVF9I60K2,order_D07T3LJOKBZVYX,59877,INR,captured,netbanking,True,0,,1077,193,Payment for Monthly Pass,"{""order"": ""order_D07T3LJOKBZVYX""}",1746963134,setl_HE5S517DXJ17X6
pay_7Y853J5SFMZQRS,order_8QIG6UO3ZIN1A7,54012,INR,captured,upi,True,0,,972,174,Payment for Annual License,"{""order"": ""order_8QIG6UO3ZIN1A7""}",1747092600,setl_UUR656EBJVNFOW
pay_JZO98IBOQ18OVE,order_KNE1YBMZPSCTPN,54117,INR,captured,upi,True,0,,974,175,Payment for Annual License,"{""order"": ""order_KNE1YBMZPSCTPN""}",1747098633,setl_APCQ7VG6N968XF
pay_08K4L2LJZL8XRW,order_EARNWAWO7PLR1X,9450,INR,captured,wallet,True,0,,189,34,Payment for Service Charge,"{""order"": ""order_EARNWAWO7PLR1X""}",1747139400,setl_Z30V0VSGQG034L
pay_4DBRHGR8CP11GB,order_EARNWAWO7PLR1X,9450,INR,captured,wallet,True,0,,189,34,Payment for Service Charge,"{""order"": ""order_EARNWAWO7PLR1X""}",1747139619,setl_4KV2RA0T51LC8A
pay_VR8VBYEZD43W95,order_ZEBG9K4SSB1PBZ,97968,INR,captured,netbanking,True,0,,1763,317,Payment for Consultation Fee,"{""order"": ""order_ZEBG9K4SSB1PBZ""}",1747254600,setl_VOKQY9FLVQARJZ
pay_CH4FODMJMBFOGE,order_ZEBG9K4SSB1PBZ,97968,INR,captured,netbanking,True,0,,1763,317,Payment for Consultation Fee,"{""order"": ""order_ZEBG9K4SSB1PBZ""}",1747254734,setl_K08CT6176C1K03
pay_AQX16OEM9NNC8Y,order_UWETOWTK4KL9FG,95896,INR,captured,upi,True,0,,1726,310,Payment for Basic Subscription,"{""order"": ""order_UWETOWTK4KL9FG""}",1747326600,setl_VLUCNJ0HYL77VL
pay_CI08P3LBSUNGKH,order_2NEWBZNI3DPFTB,95864,INR,captured,upi,True,0,,1725,310,Payment for Basic Subscription,"{""order"": ""order_2NEWBZNI3DPFTB""}",1747359708,setl_QU017WTP0KZUPN
pay_B2AUBNBWGSKWD3,order_PYWH8EA329HF1P,95445,INR,captured,wallet,True,0,,1718,309,Payment for Consultation Fee,"{""order"": ""order_PYWH8EA329HF1P""}",1747427400,setl_74PF4IO2XM43O8
pay_X2KB6JY5R1SPPN,order_W26RQH7O0ZBO70,95444,INR,captured,wallet,True,0,,1717,309,Payment for Consultation Fee,"{""order"": ""order_W26RQH7O0ZBO70""}",1747438546,setl_JOCUJVXHSHV1Y0
pay_2BTUFDOAPMLQS8,order_1LPPJ1N5T844QH,80360,INR,captured,wallet,True,0,,1446,260,Payment for Premium Plan,"{""order"": ""order_1LPPJ1N5T844QH""}",1747492200,setl_QS334KCCNJDGJK
pay_LXSOL15M9GQJAN,order_1LPPJ1N5T844QH,80360,INR,captured,wallet,True,0,,1446,260,Payment for Premium Plan,"{""order"": ""order_1LPPJ1N5T844QH""}",1747492368,setl_CSW7A23HOTPSIL
pay_04LX5Z3JUFXH8P,order_TQV8ELSPJ6SFAS,78861,INR,captured,wallet,True,0,,1419,255,Payment for Top-up Credit,"{""order"": ""order_TQV8ELSPJ6SFAS""}",1747575000,setl_GVXXYN9T61QSKF
pay_0MTZ1FPR7H4PZN,order_TQV8ELSPJ6SFAS,78861,INR,captured,wallet,True,0,,1419,255,Payment for Top-up Credit,"{""order"": ""order_TQV8ELSPJ6SFAS""}",1747575265,setl_NNMLWVAPFE0HRQ
pay_QBZBRQW5259GMQ,order_QERFTNVIJZX4XV,55859,INR,captured,upi,True,0,,1005,180,Payment for Premium Plan,"{""order"": ""order_QERFTNVIJZX4XV""}",1747690200,setl_MXSWY0SZKBNSH8
pay_2P014X5DLWY1P6,order_QERFTNVIJZX4XV,55859,INR,captured,upi,True,0,,1005,180,Payment for Premium Plan,"{""order"": ""order_QERFTNVIJZX4XV""}",1747690248,setl_LLRB7DFIXLBO9E
pay_81BF8W80UXN3E6,order_6CXOTX76D2KJRZ,60665,INR,captured,upi,True,0,,1091,196,Payment for Annual License,"{""order"": ""order_6CXOTX76D2KJRZ""}",1747755000,setl_E4EY9JVB6HPPHP
pay_OQE09O8A906K37,order_CV3HRQA9VZEOX9,60466,INR,captured,upi,True,0,,1088,195,Payment for Annual License,"{""order"": ""order_CV3HRQA9VZEOX9""}",1747802728,setl_M0D5WLWJOJAFI4
